age,sex,bmi,children,smoker,region,charges,SSN,Name
20,female,31.46,0,no,southeast,1877.9294,3770285,Jennifer Hansen
24,female,24.225,0,no,northwest,2842.76075,6792287,Timothy Torres
23,male,37.1,3,no,southwest,3597.596,3971895,Maria Miller
47,female,26.125,1,yes,northeast,23401.30575,1033993,Brandon Parker
33,female,35.53,0,yes,northwest,55135.40209,794200,Marisa Martinez
45,male,33.7,1,no,southwest,7445.918,268768,Jonathan Pham
26,male,17.67,0,no,northwest,2680.9493,7283999,Michelle Lee
18,female,31.13,0,no,southeast,1621.8827,5190361,Zachary Hill
44,female,29.81,2,no,southeast,8219.2039,4961108,Terri Parsons
60,male,24.32,0,no,northwest,12523.6048,24968,Corey Garcia
64,female,31.825,2,no,northeast,16069.08475,1707303,William Davidson
56,male,31.79,2,yes,southeast,43813.8661,4102615,Kevin Cannon
36,male,28.025,1,yes,northeast,20773.62775,2868578,Angel Jensen
41,male,30.78,3,yes,northeast,39597.4072,7766575,Laura Walls
39,male,21.85,1,no,northwest,6117.4945,7826333,Felicia Leonard
63,male,33.1,0,no,southwest,13393.756,6361863,Alexandra Cochran
36,female,25.84,0,no,northwest,5266.3656,2346729,Joseph Gibson
28,female,23.845,2,no,northwest,4719.73655,6032484,Brandon Lucas
58,male,34.39,0,no,northwest,11743.9341,7274220,Nicole James
36,male,33.82,1,no,northwest,5377.4578,6005313,Margaret Moran
42,male,35.97,2,no,southeast,7160.3303,8924195,James Stewart
36,male,31.5,0,no,southwest,4402.233,4508640,Jeffrey Sanchez
56,female,28.31,0,no,northeast,11657.7189,9734715,Teresa Martinez MD
35,female,23.465,2,no,northeast,6402.29135,6567491,Eric Campbell
59,female,31.35,0,no,northwest,12622.1795,8362644,Alyssa Wade
21,male,31.1,0,no,southwest,1526.312,234679,Jason Roberts
59,male,24.7,0,no,northeast,12323.936,5510762,Ricky Bennett
23,female,32.78,2,yes,southeast,36021.0112,7178333,Dr. Robert Bailey
57,female,29.81,0,yes,southeast,27533.9129,5690409,Thomas Paul
53,male,30.495,0,no,northeast,10072.05505,3302764,Kyle Thomas
60,female,32.45,0,yes,southeast,45008.9555,1572018,Matthew Ray
51,female,34.2,1,no,southwest,9872.701,1518260,Bradley Burns
23,male,50.38,1,no,southeast,2438.0552,7297585,Marissa Miller
27,female,24.1,0,no,southwest,2974.126,6256609,Debbie Santos
55,male,32.775,0,no,northwest,10601.63225,2588967,Rachel Martinez
37,female,30.78,0,yes,northeast,37270.1512,7068277,Troy Meyer
61,male,32.3,2,no,northwest,14119.62,963480,Casey Gomez
46,female,35.53,0,yes,northeast,42111.6647,8637940,Allison Hill
53,female,23.75,2,no,northeast,11729.6795,3419283,Mark Mcclure
49,female,23.845,3,yes,northeast,24106.91255,6697848,David Hoffman
20,female,29.6,0,no,southwest,1875.344,8227824,Kimberly Osborne
48,female,33.11,0,yes,southeast,40974.1649,7631165,Benjamin Welch
25,male,24.13,0,yes,northwest,15817.9857,4687234,Savannah Garcia
25,female,32.23,1,no,southeast,18218.16139,4751079,Steve Sanchez
57,male,28.1,0,no,southwest,10965.446,52427,Shawn Baker
37,female,47.6,2,yes,southwest,46113.511,7337543,Brian Deleon
38,female,28,3,no,southwest,7151.092,5951484,Nicholas Edwards
55,female,33.535,2,no,northwest,12269.68865,7693676,Michael Dixon
36,female,19.855,0,no,northeast,5458.04645,4558122,Stephanie Simmons
51,male,25.4,0,no,southwest,8782.469,9806990,James Snow
40,male,29.9,2,no,southwest,6600.361,9912419,Barry Bernard
18,male,37.29,0,no,southeast,1141.4451,3147379,Samuel Short
57,male,43.7,1,no,southwest,11576.13,8557444,Justin Allen
61,male,23.655,0,no,northeast,13129.60345,1167190,Joseph Hill
25,female,24.3,3,no,southwest,4391.652,3447134,Lisa Singh
50,male,36.2,0,no,southwest,8457.818,7429671,Katherine Miller
26,female,29.48,1,no,southeast,3392.3652,1093248,April Booth
42,male,24.86,0,no,southeast,5966.8874,5886753,Katie Suarez
43,male,30.1,1,no,southwest,6849.026,3431611,Charles Pitts
44,male,21.85,3,no,northeast,8891.1395,7436713,Kathleen Aguilar
23,female,28.12,0,no,northwest,2690.1138,8588424,Patricia Becker
49,female,27.1,1,no,southwest,26140.3603,1382675,Ashley Hall
33,male,33.44,5,no,southeast,6653.7886,3529042,Colton Martinez
41,male,28.8,1,no,southwest,6282.235,1592124,Ivan Wheeler
37,female,29.5,2,no,southwest,6311.952,6560494,Nicholas Edwards
22,male,34.8,3,no,southwest,3443.064,6675254,Sandra Adams
23,male,27.36,1,no,northwest,2789.0574,762268,Douglas Gregory
21,female,22.135,0,no,northeast,2585.85065,1818835,Travis Stevens
51,female,37.05,3,yes,northeast,46255.1125,9807935,John Welch
25,male,26.695,4,no,northwest,4877.98105,6291486,Raymond Shelton
32,male,28.93,1,yes,southeast,19719.6947,7947383,Sandy Stephenson
57,male,28.975,0,yes,northeast,27218.43725,6153051,Sarah Mitchell
36,female,30.02,0,no,northwest,5272.1758,9621851,Bryan Allen
22,male,39.5,0,no,southwest,1682.597,7403450,George Day
57,male,33.63,1,no,northwest,11945.1327,6582029,Brian Murphy
64,female,26.885,0,yes,northwest,29330.98315,2172715,Donald Horne
36,female,29.04,4,no,southeast,7243.8136,8922680,Kristen Salazar
54,male,24.035,0,no,northeast,10422.91665,7844736,Leslie Carpenter
47,male,38.94,2,yes,southeast,44202.6536,4701687,Bryan Cole
62,male,32.11,0,no,northeast,13555.0049,3986800,Justin Cox
61,female,44,0,no,southwest,13063.883,8962309,Justin Wells Jr.
43,female,20.045,2,yes,northeast,19798.05455,7584419,Christopher Barr
19,male,25.555,1,no,northwest,2221.56445,4540193,Cynthia Williams
18,female,40.26,0,no,southeast,1634.5734,8516122,Brandi Gordon
19,female,22.515,0,no,northwest,2117.33885,3391878,Jonathan Jacobson
49,male,22.515,0,no,northeast,8688.85885,8017046,Jody Palmer
60,male,40.92,0,yes,southeast,48673.5588,1907903,Nathan Coleman
26,male,27.265,3,no,northeast,4661.28635,3427086,Antonio Fry
49,male,36.85,0,no,southeast,8125.7845,8546785,Philip Ramsey
60,female,35.1,0,no,southwest,12644.589,8010062,Gary James
26,female,29.355,2,no,northeast,4564.19145,7933410,William Smith
27,male,32.585,3,no,northeast,4846.92015,5621850,Benjamin Frost
44,female,32.34,1,no,southeast,7633.7206,2126788,Elizabeth Wright
63,male,39.8,3,no,southwest,15170.069,7124065,Caroline Adams
32,female,24.6,0,yes,southwest,17496.306,4342661,Robert Long
22,male,28.31,1,no,northwest,2639.0429,7146112,Jessica Smith
18,male,31.73,0,yes,northeast,33732.6867,3341918,Kristen Rivera
59,female,26.695,3,no,northwest,14382.70905,2782827,Elizabeth Mendez
44,female,27.5,1,no,southwest,7626.993,5807836,Andre Juarez
33,male,24.605,2,no,northwest,5257.50795,5367294,Kim Carlson
24,female,33.99,0,no,southeast,2473.3341,632424,Kathleen Morris
43,female,26.885,0,yes,northwest,21774.32215,2189092,Adam Cooper
45,male,22.895,0,yes,northeast,35069.37452,8055269,Lindsay Lawson
61,female,28.2,0,no,southwest,13041.921,1617990,Kimberly Hernandez
35,female,34.21,1,no,southeast,5245.2269,8000307,Michael Ray
62,female,25,0,no,southwest,13451.122,3832060,Dr. Andrea Marshall
62,female,33.2,0,no,southwest,13462.52,5574313,Jacqueline Villegas
38,male,31,1,no,southwest,5488.262,1712100,Michael Morrison
34,male,35.815,0,no,northwest,4320.41085,4768701,Jessica Ramsey
43,male,23.2,0,no,southwest,6250.435,2239559,Daniel Huang
50,male,32.11,2,no,northeast,25333.33284,5452267,Lucas Drake
19,female,23.4,2,no,southwest,2913.569,1006762,Keith Zuniga
57,female,20.1,1,no,southwest,12032.326,6884443,Candace Jones
62,female,39.16,0,no,southeast,13470.8044,3490211,Brian Glover
41,male,34.21,1,no,southeast,6289.7549,1686854,Lisa Martinez
26,male,46.53,1,no,southeast,2927.0647,544471,Matthew Armstrong
39,female,32.5,1,no,southwest,6238.298,357972,Brandy York
46,male,25.8,5,no,southwest,10096.97,7489691,Tracy Fleming
45,female,35.3,0,no,southwest,7348.142,8428241,Rebekah Greene
32,male,37.18,2,no,southeast,4673.3922,5217525,Terry Jones
59,female,27.5,0,no,southwest,12233.828,447898,Tiffany Mcclain
44,male,29.735,2,no,northeast,32108.66282,461849,Dawn Nichols
39,female,24.225,5,no,northwest,8965.79575,7447012,Susan Watts
18,male,26.18,2,no,southeast,2304.0022,9027716,Jesus Houston
53,male,29.48,0,no,southeast,9487.6442,3177971,Lisa Smith
18,male,23.21,0,no,southeast,1121.8739,272614,Anthony Walker
50,female,46.09,1,no,southeast,9549.5651,4654722,Kristen Reynolds
18,female,40.185,0,no,northeast,2217.46915,438057,Mary Butler
19,male,22.61,0,no,northwest,1628.4709,8422940,Michele Holland
62,male,39.93,0,no,southeast,12982.8747,9930561,Joshua Powell
56,female,35.8,1,no,southwest,11674.13,4819346,Christine Soto
42,male,35.8,2,no,southwest,7160.094,1009968,Jessica Foster
37,male,34.2,1,yes,northeast,39047.285,9492995,Donna Jones
42,male,31.255,0,no,northwest,6358.77645,8725639,Sarah Trevino
25,male,29.7,3,yes,southwest,19933.458,9892665,Mr. Daniel Freeman
57,male,18.335,0,no,northeast,11534.87265,2992280,Chris Moore
51,male,42.9,2,yes,southeast,47462.894,8862912,Kevin Saunders
30,female,28.405,1,no,northwest,4527.18295,9818063,Jane Chapman
44,male,30.2,2,yes,southwest,38998.546,2601279,Justin King
34,male,27.835,1,yes,northwest,20009.63365,9380118,Kelly Lee
31,male,39.49,1,no,southeast,3875.7341,4163356,Bruce Palmer
54,male,30.8,1,yes,southeast,41999.52,7595794,Cynthia Allen
24,male,26.79,1,no,northwest,12609.88702,7636556,Adam Craig
43,male,34.96,1,yes,northeast,41034.2214,5588450,Sarah Holmes DDS
48,male,36.67,1,no,northwest,28468.91901,9876220,Tanya Fisher
19,female,39.615,1,no,northwest,2730.10785,8299796,Stacey Parker
29,female,25.9,0,no,southwest,3353.284,2663416,Melissa Vasquez
63,female,35.2,1,no,southeast,14474.675,5705120,Anthony Nichols
46,male,24.795,3,no,northeast,9500.57305,2491630,Tyrone Mayer
52,male,36.765,2,no,northwest,26467.09737,9285574,Justin Newman
35,male,27.1,1,no,southwest,4746.344,2203173,Mary Ryan
51,male,24.795,2,yes,northwest,23967.38305,3839288,Stephanie Short
44,male,25.365,1,no,northwest,7518.02535,8240433,Mark Mckenzie
21,male,25.745,2,no,northeast,3279.86855,6139060,James Hardin
39,female,34.32,5,no,southeast,8596.8278,8983314,George Alvarez
50,female,28.16,3,no,southeast,10702.6424,5383388,Robert Gonzalez
34,female,23.56,0,no,northeast,4992.3764,8780038,Mary Durham
22,female,20.235,0,no,northwest,2527.81865,2983248,Mary Miller
19,female,40.5,0,no,southwest,1759.338,2677223,Cody Farmer
26,male,35.42,0,no,southeast,2322.6218,347644,Logan Newton
29,male,22.895,0,yes,northeast,16138.76205,6860259,Kevin Marquez
48,male,40.15,0,no,southeast,7804.1605,220502,Lisa Snyder
26,male,29.15,1,no,southeast,2902.9065,1981794,Erica Merritt
45,female,39.995,3,no,northeast,9704.66805,8501556,Mario Wilson
36,female,29.92,0,no,southeast,4889.0368,9145046,Emily Herrera
54,male,25.46,1,no,northeast,25517.11363,5701840,John Russo
34,male,21.375,0,no,northeast,4500.33925,1601662,Gregory Flores
31,male,25.9,3,yes,southwest,19199.944,9928161,Steven Scott
27,female,30.59,1,no,northeast,16796.41194,9196570,Gloria Benson
20,male,30.115,5,no,northeast,4915.05985,5666683,Mrs. Ann Smith
44,female,25.8,1,no,southwest,7624.63,9738468,Shannon English
43,male,30.115,3,no,northwest,8410.04685,4209494,Mary Barnett
45,female,27.645,1,no,northwest,28340.18885,7663723,Brian Thompson
34,male,34.675,0,no,northeast,4518.82625,3938525,Robert Reyes
24,female,20.52,0,yes,northeast,14571.8908,1406650,Michelle Wilson
26,female,19.8,1,no,southwest,3378.91,6183067,Kenneth King
38,female,27.835,2,no,northeast,7144.86265,8700505,Stephanie Mccoy
50,female,31.6,2,no,southwest,10118.424,5198253,Summer Hoover
38,male,28.27,1,no,southeast,5484.4673,9279145,John Smith
27,female,20.045,3,yes,northwest,16420.49455,1137995,Michael Williams
39,female,23.275,3,no,northeast,7986.47525,5349292,James Taylor
39,female,34.1,3,no,southwest,7418.522,2543107,Jennifer Williams
63,female,36.85,0,no,southeast,13887.9685,8183253,Lisa Johnston
33,female,36.29,3,no,northeast,6551.7501,2723804,Meghan Patel
36,female,26.885,0,no,northwest,5267.81815,2223105,Eric Anderson
30,male,22.99,2,yes,northwest,17361.7661,2814069,Theresa Reilly
24,male,32.7,0,yes,southwest,34472.841,7674266,Larry Harding
24,male,25.8,0,no,southwest,1972.95,7146273,Suzanne Gonzalez
48,male,29.6,0,no,southwest,21232.18226,8554451,Shawn Taylor
47,male,19.19,1,no,northeast,8627.5411,4013223,Michaela Lang
29,male,31.73,2,no,northwest,4433.3877,8911908,Michael Webster
28,male,29.26,2,no,northeast,4438.2634,7386463,Philip Edwards
47,male,28.215,3,yes,northwest,24915.22085,7114773,Ryan Powell
25,male,24.985,2,no,northeast,23241.47453,8427624,Katherine Green
51,male,27.74,1,no,northeast,9957.7216,4911415,Alfred Williams
48,female,22.8,0,no,southwest,8269.044,3919195,Michael Rogers
43,male,20.13,2,yes,southeast,18767.7377,3246651,Kimberly Ibarra
61,female,33.33,4,no,southeast,36580.28216,6231981,Christina Nelson
48,male,32.3,1,no,northwest,8765.249,348645,Scott Brown
38,female,27.6,0,no,southwest,5383.536,634591,Tammy Cook
59,male,25.46,0,no,northwest,12124.9924,1529108,Theresa Wilkerson
19,female,24.605,1,no,northwest,2709.24395,1800537,William Young
26,female,34.2,2,no,southwest,3987.926,5625728,Bonnie Stewart
54,female,35.815,3,no,northwest,12495.29085,6137150,Nathan Hernandez
21,female,32.68,2,no,northwest,26018.95052,2664214,Dr. Rebecca Anderson DVM
51,male,37,0,no,southwest,8798.593,2438649,Mark Davis
22,female,31.02,3,yes,southeast,35595.5898,6800610,Sarah Williams
47,male,36.08,1,yes,southeast,42211.1382,7933496,Mr. David Wilkinson
18,male,23.32,1,no,southeast,1711.0268,8395972,Kenneth Tran
47,female,45.32,1,no,southeast,8569.8618,5508428,Anthony Smith
21,female,34.6,0,no,southwest,2020.177,2863266,Dr. Christian Cox PhD
19,male,26.03,1,yes,northwest,16450.8947,6341085,Rebecca Liu
23,male,18.715,0,no,northwest,21595.38229,5449268,Anthony Watson
54,male,31.6,0,no,southwest,9850.432,3770285,Jennifer Hansen
37,female,17.29,2,no,northeast,6877.9801,6792287,Timothy Torres
46,female,23.655,1,yes,northwest,21677.28345,3971895,Maria Miller
55,female,35.2,0,yes,southeast,44423.803,1033993,Brandon Parker
30,female,27.93,0,no,northeast,4137.5227,794200,Marisa Martinez
18,male,21.565,0,yes,northeast,13747.87235,268768,Jonathan Pham
61,male,38.38,0,no,northwest,12950.0712,7283999,Michelle Lee
54,female,23,3,no,southwest,12094.478,5190361,Zachary Hill
22,male,37.07,2,yes,southeast,37484.4493,4961108,Terri Parsons
45,female,30.495,1,yes,northwest,39725.51805,24968,Corey Garcia
22,male,28.88,0,no,northeast,2250.8352,1707303,William Davidson
19,male,27.265,2,no,northwest,22493.65964,4102615,Kevin Cannon
35,female,28.025,0,yes,northwest,20234.85475,2868578,Angel Jensen
18,male,23.085,0,no,northeast,1704.70015,7766575,Laura Walls
20,male,30.685,0,yes,northeast,33475.81715,7826333,Felicia Leonard
28,female,25.8,0,no,southwest,3161.454,6361863,Alexandra Cochran
55,male,35.245,1,no,northeast,11394.06555,2346729,Joseph Gibson
43,female,24.7,2,yes,northwest,21880.82,6032484,Brandon Lucas
43,female,25.08,0,no,northeast,7325.0482,7274220,Nicole James
22,male,52.58,1,yes,southeast,44501.3982,6005313,Margaret Moran
25,female,22.515,1,no,northwest,3594.17085,8924195,James Stewart
49,male,30.9,0,yes,southwest,39727.614,4508640,Jeffrey Sanchez
44,female,36.955,1,no,northwest,8023.13545,9734715,Teresa Martinez MD
64,male,26.41,0,no,northeast,14394.5579,6567491,Eric Campbell
49,male,29.83,1,no,northeast,9288.0267,8362644,Alyssa Wade
47,male,29.8,3,yes,southwest,25309.489,234679,Jason Roberts
27,female,21.47,0,no,northwest,3353.4703,5510762,Ricky Bennett
55,male,27.645,0,no,northwest,10594.50155,7178333,Dr. Robert Bailey
48,female,28.9,0,no,southwest,8277.523,5690409,Thomas Paul
45,female,31.79,0,no,southeast,17929.30337,3302764,Kyle Thomas
24,female,39.49,0,no,southeast,2480.9791,1572018,Matthew Ray
32,male,33.82,1,no,northwest,4462.7218,1518260,Bradley Burns
24,male,32.01,0,no,southeast,1981.5819,7297585,Marissa Miller
57,male,27.94,1,no,southeast,11554.2236,6256609,Debbie Santos
59,male,41.14,1,yes,southeast,48970.2476,2588967,Rachel Martinez
36,male,28.595,3,no,northwest,6548.19505,7068277,Troy Meyer
29,female,25.6,4,no,southwest,5708.867,963480,Casey Gomez
42,female,25.3,1,no,southwest,7045.499,8637940,Allison Hill
48,male,37.29,2,no,southeast,8978.1851,3419283,Mark Mcclure
39,male,42.655,0,no,northeast,5757.41345,6697848,David Hoffman
63,male,21.66,1,no,northwest,14349.8544,8227824,Kimberly Osborne
54,female,31.9,1,no,southeast,10928.849,7631165,Benjamin Welch
37,male,37.07,1,yes,southeast,39871.7043,4687234,Savannah Garcia
63,male,31.445,0,no,northeast,13974.45555,4751079,Steve Sanchez
21,male,31.255,0,no,northwest,1909.52745,52427,Shawn Baker
54,female,28.88,2,no,northeast,12096.6512,7337543,Brian Deleon
60,female,18.335,0,no,northeast,13204.28565,5951484,Nicholas Edwards
32,female,29.59,1,no,southeast,4562.8421,7693676,Michael Dixon
47,female,32,1,no,southwest,8551.347,4558122,Stephanie Simmons
21,male,26.03,0,no,northeast,2102.2647,9806990,James Snow
28,male,31.68,0,yes,southeast,34672.1472,9912419,Barry Bernard
63,male,33.66,3,no,southeast,15161.5344,3147379,Samuel Short
18,male,21.78,2,no,southeast,11884.04858,8557444,Justin Allen
32,male,27.835,1,no,northwest,4454.40265,1167190,Joseph Hill
38,male,19.95,1,no,northwest,5855.9025,3447134,Lisa Singh
32,male,31.5,1,no,southwest,4076.497,7429671,Katherine Miller
62,female,30.495,2,no,northwest,15019.76005,1093248,April Booth
39,female,18.3,5,yes,southwest,19023.26,5886753,Katie Suarez
55,male,28.975,0,no,northeast,10796.35025,3431611,Charles Pitts
57,male,31.54,0,no,northwest,11353.2276,7436713,Kathleen Aguilar
52,male,47.74,1,no,southeast,9748.9106,8588424,Patricia Becker
56,male,22.1,0,no,southwest,10577.087,1382675,Ashley Hall
47,male,36.19,0,yes,southeast,41676.0811,3529042,Colton Martinez
55,female,29.83,0,no,northeast,11286.5387,1592124,Ivan Wheeler
23,male,32.7,3,no,southwest,3591.48,6560494,Nicholas Edwards
22,female,30.4,0,yes,northwest,33907.548,6675254,Sandra Adams
50,female,33.7,4,no,southwest,11299.343,762268,Douglas Gregory
18,female,31.35,4,no,northeast,4561.1885,1818835,Travis Stevens
51,female,34.96,2,yes,northeast,44641.1974,9807935,John Welch
22,male,33.77,0,no,southeast,1674.6323,6291486,Raymond Shelton
52,female,30.875,0,no,northeast,23045.56616,7947383,Sandy Stephenson
25,female,33.99,1,no,southeast,3227.1211,6153051,Sarah Mitchell
33,female,19.095,2,yes,northeast,16776.30405,9621851,Bryan Allen
53,male,28.6,3,no,southwest,11253.421,7403450,George Day
29,male,38.94,1,no,southeast,3471.4096,6582029,Brian Murphy
58,male,36.08,0,no,southeast,11363.2832,2172715,Donald Horne
37,male,29.8,0,no,southwest,20420.60465,8922680,Kristen Salazar
54,female,31.24,0,no,southeast,10338.9316,7844736,Leslie Carpenter
49,female,29.925,0,no,northwest,8988.15875,4701687,Bryan Cole
50,female,26.22,2,no,northwest,10493.9458,3986800,Justin Cox
26,male,30,1,no,southwest,2904.088,8962309,Justin Wells Jr.
45,male,20.35,3,no,southeast,8605.3615,7584419,Christopher Barr
54,female,32.3,1,no,northeast,11512.405,4540193,Cynthia Williams
38,male,38.39,3,yes,southeast,41949.2441,8516122,Brandi Gordon
48,female,25.85,3,yes,southeast,24180.9335,3391878,Jonathan Jacobson
28,female,26.315,3,no,northwest,5312.16985,8017046,Jody Palmer
23,male,24.51,0,no,northeast,2396.0959,1907903,Nathan Coleman
55,male,32.67,1,no,southeast,10807.4863,3427086,Antonio Fry
41,male,29.64,5,no,northeast,9222.4026,8546785,Philip Ramsey
25,male,33.33,2,yes,southeast,36124.5737,8010062,Gary James
33,male,35.75,1,yes,southeast,38282.7495,7933410,William Smith
30,female,19.95,3,no,northwest,5693.4305,5621850,Benjamin Frost
23,female,31.4,0,yes,southwest,34166.273,2126788,Elizabeth Wright
46,male,38.17,2,no,southeast,8347.1643,7124065,Caroline Adams
53,female,36.86,3,yes,northwest,46661.4424,4342661,Robert Long
27,female,32.395,1,no,northeast,18903.49141,7146112,Jessica Smith
23,female,42.75,1,yes,northeast,40904.1995,3341918,Kristen Rivera
63,female,25.08,0,no,northwest,14254.6082,2782827,Elizabeth Mendez
55,male,29.9,0,no,southwest,10214.636,5807836,Andre Juarez
35,female,35.86,2,no,southeast,5836.5204,5367294,Kim Carlson
34,male,32.8,1,no,southwest,14358.36437,632424,Kathleen Morris
19,female,18.6,0,no,southwest,1728.897,2189092,Adam Cooper
39,female,23.87,5,no,southeast,8582.3023,8055269,Lindsay Lawson
27,male,45.9,2,no,southwest,3693.428,1617990,Kimberly Hernandez
57,male,40.28,0,no,northeast,20709.02034,8000307,Michael Ray
52,female,18.335,0,no,northwest,9991.03765,3832060,Dr. Andrea Marshall
28,male,33.82,0,no,northwest,19673.33573,5574313,Jacqueline Villegas
50,female,28.12,3,no,northwest,11085.5868,1712100,Michael Morrison
44,female,25,1,no,southwest,7623.518,4768701,Jessica Ramsey
26,female,22.23,0,no,northwest,3176.2877,2239559,Daniel Huang
33,male,30.25,0,no,southeast,3704.3545,5452267,Lucas Drake
19,female,32.49,0,yes,northwest,36898.73308,1006762,Keith Zuniga
50,male,37.07,1,no,southeast,9048.0273,6884443,Candace Jones
41,female,32.6,3,no,southwest,7954.517,3490211,Brian Glover
52,female,24.86,0,no,southeast,27117.99378,1686854,Lisa Martinez
39,male,32.34,2,no,southeast,6338.0756,544471,Matthew Armstrong
50,male,32.3,2,no,southwest,9630.397,357972,Brandy York
52,male,32.775,3,no,northwest,11289.10925,7489691,Tracy Fleming
60,male,32.8,0,yes,southwest,52590.82939,8428241,Rebekah Greene
20,female,31.92,0,no,northwest,2261.5688,5217525,Terry Jones
55,male,21.5,1,no,southwest,10791.96,447898,Tiffany Mcclain
42,male,34.1,0,no,southwest,5979.731,461849,Dawn Nichols
18,female,30.305,0,no,northeast,2203.73595,7447012,Susan Watts
58,female,36.48,0,no,northwest,12235.8392,9027716,Jesus Houston
43,female,32.56,3,yes,southeast,40941.2854,3177971,Lisa Smith
35,female,35.815,1,no,northwest,5630.45785,272614,Anthony Walker
48,female,27.93,4,no,northwest,11015.1747,4654722,Kristen Reynolds
36,female,22.135,3,no,northeast,7228.21565,438057,Mary Butler
19,male,44.88,0,yes,southeast,39722.7462,8422940,Michele Holland
23,female,23.18,2,no,northwest,14426.07385,9930561,Joshua Powell
20,female,30.59,0,no,northeast,2459.7201,4819346,Christine Soto
32,female,41.1,0,no,southwest,3989.841,1009968,Jessica Foster
43,female,34.58,1,no,northwest,7727.2532,9492995,Donna Jones
34,male,42.13,2,no,southeast,5124.1887,8725639,Sarah Trevino
30,male,38.83,1,no,southeast,18963.17192,9892665,Mr. Daniel Freeman
18,female,28.215,0,no,northeast,2200.83085,2992280,Chris Moore
41,female,28.31,1,no,northwest,7153.5539,8862912,Kevin Saunders
35,female,26.125,0,no,northeast,5227.98875,9818063,Jane Chapman
57,male,40.37,0,no,southeast,10982.5013,2601279,Justin King
29,female,24.6,2,no,southwest,4529.477,9380118,Kelly Lee
32,male,35.2,2,no,southwest,4670.64,4163356,Bruce Palmer
37,female,34.105,1,no,northwest,6112.35295,7595794,Cynthia Allen
18,male,27.36,1,yes,northeast,17178.6824,7636556,Adam Craig
43,female,26.7,2,yes,southwest,22478.6,5588450,Sarah Holmes DDS
56,female,41.91,0,no,southeast,11093.6229,9876220,Tanya Fisher
38,male,29.26,2,no,northwest,6457.8434,8299796,Stacey Parker
29,male,32.11,2,no,northwest,4433.9159,2663416,Melissa Vasquez
22,female,27.1,0,no,southwest,2154.361,5705120,Anthony Nichols
52,female,24.13,1,yes,northwest,23887.6627,2491630,Tyrone Mayer
40,female,27.4,1,no,southwest,6496.886,9285574,Justin Newman
23,female,34.865,0,no,northeast,2899.48935,2203173,Mary Ryan
31,male,29.81,0,yes,southeast,19350.3689,3839288,Stephanie Short
42,female,41.325,1,no,northeast,7650.77375,8240433,Mark Mckenzie
24,female,29.925,0,no,northwest,2850.68375,6139060,James Hardin
25,female,30.3,0,no,southwest,2632.992,8983314,George Alvarez
48,female,27.36,1,no,northeast,9447.3824,5383388,Robert Gonzalez
23,female,28.49,1,yes,southeast,18328.2381,8780038,Mary Durham
45,male,23.56,2,no,northeast,8603.8234,2983248,Mary Miller
20,male,35.625,3,yes,northwest,37465.34375,2677223,Cody Farmer
62,female,32.68,0,no,northwest,13844.7972,347644,Logan Newton
43,female,25.27,1,yes,northeast,21771.3423,6860259,Kevin Marquez
23,female,28,0,no,southwest,13126.67745,220502,Lisa Snyder
31,female,32.775,2,no,northwest,5327.40025,1981794,Erica Merritt
41,female,21.755,1,no,northeast,13725.47184,8501556,Mario Wilson
58,female,32.395,1,no,northeast,13019.16105,9145046,Emily Herrera
48,female,36.575,0,no,northwest,8671.19125,5701840,John Russo
31,female,21.755,0,no,northwest,4134.08245,1601662,Gregory Flores
19,female,27.93,3,no,northwest,18838.70366,9928161,Steven Scott
19,female,30.02,0,yes,northwest,33307.5508,9196570,Gloria Benson
41,male,33.55,0,no,southeast,5699.8375,5666683,Mrs. Ann Smith
40,male,29.355,1,no,northwest,6393.60345,9738468,Shannon English
31,female,25.8,2,no,southwest,4934.705,4209494,Mary Barnett
37,male,24.32,2,no,northwest,6198.7518,7663723,Brian Thompson
46,male,40.375,2,no,northwest,8733.22925,3938525,Robert Reyes
22,male,32.11,0,no,northwest,2055.3249,1406650,Michelle Wilson
51,male,32.3,1,no,northeast,9964.06,6183067,Kenneth King
18,female,27.28,3,yes,southeast,18223.4512,8700505,Stephanie Mccoy
35,male,17.86,1,no,northwest,5116.5004,5198253,Summer Hoover
59,female,34.8,2,no,southwest,36910.60803,9279145,John Smith
36,male,33.4,2,yes,southwest,38415.474,1137995,Michael Williams
37,female,25.555,1,yes,northeast,20296.86345,5349292,James Taylor
59,male,37.1,1,no,southwest,12347.172,2543107,Jennifer Williams
36,male,30.875,1,no,northwest,5373.36425,8183253,Lisa Johnston
39,male,34.1,2,no,southeast,23563.01618,2723804,Meghan Patel
18,male,21.47,0,no,northeast,1702.4553,2223105,Eric Anderson
52,female,33.3,2,no,southwest,10806.839,2814069,Theresa Reilly
27,female,31.255,1,no,northwest,3956.07145,7674266,Larry Harding
18,male,39.14,0,no,northeast,12890.05765,7146273,Suzanne Gonzalez
40,male,25.08,0,no,southeast,5415.6612,8554451,Shawn Taylor
29,male,37.29,2,no,southeast,4058.1161,4013223,Michaela Lang
46,female,34.6,1,yes,southwest,41661.602,8911908,Michael Webster
38,female,30.21,3,no,northwest,7537.1639,7386463,Philip Edwards
30,female,21.945,1,no,northeast,4718.20355,7114773,Ryan Powell
40,male,24.97,2,no,southeast,6593.5083,8427624,Katherine Green
50,male,25.3,0,no,southeast,8442.667,4911415,Alfred Williams
